Variable Name,Variable Description,Corresponding Survey Question,Response Types,Source,Data Subset,Clean Label,Short Label for Plots,Confidential,Included in Public Facing?
focus_other_student_group,"Design to meet needs of students who have been marginalized centers a group other than students with disabilities, BIPOC, economically disadvantaged, English learner-classified, mulitilingual, houseless, or newcomer students or students in the foster care or juvenile justice system.",Is your innovative model designed to meet the needs of any of the following student groups?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,focus_other,No,Yes
focus_other_student_group_text,Self-identified student group centered in design to meet needs of marginalized students.,Is your innovative model designed to meet the needs of any of the following student groups?,Open response,School Survey,Goals & Impact data,,focus_other_text,No,Yes
focus_swd,Design to meet needs of students who have been marginalized centers students with disabilities.,Is your innovative model designed to meet the needs of any of the following student groups?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,focus_swd,No,Yes
inclusive_emergent_bilingual,Students classified as English learners are fully integrated into all classrooms and courses offered in the learning environment.,Which of the following student groups are fully integrated into all classrooms and courses offered in the learning environment?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,inclusive_el,No,Yes
inclusive_juvenile_justice,Students in the juvenile justice system are fully integrated into all classrooms and courses offered in the learning environment.,Which of the following student groups are fully integrated into all classrooms and courses offered in the learning environment?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,inclusive_juvenile_justice,No,Yes
inclusive_newcomer,"Newcomer students, including recent immigrants and refugees, are fully integrated into all classrooms and courses offered in the learning environment.",Which of the following student groups are fully integrated into all classrooms and courses offered in the learning environment?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,inclusive_newcomer,No,Yes
inclusive_other_student_group,"A group of historically marginalized students other than English-learner classified students, students in the juvenile justice system, newcomer students, or students with disabilities are fully integrated into all classrooms and courses offered in the learning environment.",Which of the following student groups are fully integrated into all classrooms and courses offered in the learning environment?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,inclusive_other,No,Yes
inclusive_other_student_group_text,Self-identified historically marginalized student group(s) that are fully integrated into all classrooms and courses offered.,Which of the following student groups are fully integrated into all classrooms and courses offered in the learning environment?,Open response,School Survey,Goals & Impact data,,inclusive_other_text,No,Yes
inclusive_swd,Students with disabilities are fully integrated into all classrooms and courses offered in the learning environment.,Which of the following student groups are fully integrated into all classrooms and courses offered in the learning environment?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,inclusive_swd,No,Yes
leaps_rank_affirmation,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_affirmation,No,Yes
leaps_rank_anytime_anywhere,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_anytime_anywhere,No,Yes
leaps_rank_connection,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_connection,No,Yes
leaps_rank_customization,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_customization,No,Yes
leaps_rank_high_expectations,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_high_expectations,No,Yes
leaps_rank_relevance,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_relevance,No,Yes
leaps_rank_rigorous_learning,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_rigorous_learning,No,Yes
leaps_rank_self_direction,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_self_direction,No,Yes
leaps_rank_social_consciousness,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_social_consciousness,No,Yes
leaps_rank_whole_child,Corresponding rank of importance to the learning environment with 1 indicating most important and 10 indicating the least important. A value of 0 indicates the shift in experience was not selected as something the learning environment is utilizing.,"Is the learning environment designed to create any of the following shifts in student experience? Drag all that apply, then rank them in order of importance from your perspective.","Numeric 0-10
0 = not selected
1 = most important
10 = least important",School Survey,Goals & Impact data,,leaps_rank_whole_child,No,Yes
leaps_affirmation,"Reported design shift Assimilation & Marginalization -> Affirmation of Self & Others: Each learner develops a unique, positive sense of self and purpose as well as a deep respect for the identities of others; these diverse identities are celebrated, nurtured, and leveraged in meaningful and anti-oppressive ways to support everyone’s learning.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_affirmation,No,Yes
leaps_anytime_anywhere,"Reported design shift Siloed Schooling -> Anytime, Anywhere Learning: Learning can happen anywhere and at any time for all learners with teachers, families, community members, and other important figures in a young person’s life all playing important educational roles.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_anytime_anywhere,No,Yes
leaps_connection,"Reported design shift Isolation -> Connection & Community: The environment is relationship-rich: learners are deeply known and respected by a variety of adults and peers; collaborate closely; and form meaningful relationships across lines of difference that nurture empathy, foster belonging, support well-being, and build social capital.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_connection,No,Yes
leaps_customization,"Reported design shift Inflexible Systems -> Customization: The focus, pace, and sequence of learning, as well as the resources and supports provided, are tailored to each learner’s identity, prior knowledge, development, way of learning, and life experiences, ensuring that all learners have what they need to be successful and those who need more receive more.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_customization,No,Yes
leaps_high_expectations,"Reported design shift Unequal Expectations & Opportunities -> High Expectations with Unlimited Opportunities: All learners experience high expectations and have equitable access to many opportunities, enabling them to progress toward their aspirations for themselves, their families, and the community—regardless of the time and support needed.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_high_expectations,No,Yes
leaps_interest,Indicates if a school is interested in receiving more information about Transcend's Leaps.,The Canopy project is able to offer its participating schools free access to a student survey designed specifically for highly innovative learning environments. Communities have used the results from this survey to share externally about their impact and to guide internal improvement and planning. Are you interested in learning more about the opportunity to access this student survey?,"0 = No, I am not interested
1 = Yes, I would like to learn more",School Survey,Goals & Impact data,,leaps_interest,No,Yes
leaps_relevance,"Reported design shift Irrelevance -> Relevance: Learning explores young peoples’ interests and goals, is connected to their communities, and enables them to understand and tackle real problems in authentic contexts.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_relevance,No,Yes
leaps_rigorous_learning,"Reported design shift Rote Activities -> Rigorous Learning: Learners use critical thinking skills to make deep meaning of diverse, complex ideas and are assessed on their ability to apply, analyze, and use their knowledge in creative ways across contexts.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_rigorous_learning,No,Yes
leaps_self_direction,"Reported design shift Passive Compliance -> Active Self-Direction: Young people are active drivers of their learning; they grapple directly with concepts while receiving adult and peer guidance and support; they have a voice in decisions about how and
what they learn, so that the process grows agency and meaningfully builds on their interests and prior knowledge.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_self_direction,No,Yes
leaps_social_consciousness,"Reported design shift Reinforcement of the Status Quo -> Social Consciousness & Action: Learners critically examine social problems and work toward a more just world; they develop the knowledge, skills, and mindsets needed to continue taking anti-oppressive actions that disrupt and dismantle racism and other inequities.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_social_consciousness,No,Yes
leaps_whole_child,"Reported design shift Narrow Focus -> Whole-Child Focus: Learners engage in experiences that nurture the totality of cognitive, emotional, social, and physical factors that impact their learning, development, character, and overall health and well-being.",Is the learning environment designed to create any of the following shifts in student experience?,"0 = No
1 = Yes",School Survey,Goals & Impact data,,leaps_whole_child,No,Yes
self_reported_ela,Self reported percent of students meeting the proficiency standard for English language arts in the learning environment for the most recent testing year.,"If your school uses standardized tests, please report the percent of students meeting the proficiency standard for English language arts (ELA) and math for the most recent testing year.",Numeric,School Survey,School data,,pct_ela_score,No,Yes
self_reported_ell,Self reported percentage of students in the learning environment classified as English learners.,"For each of the following categories, what is the breakdown of your learners? Please use the sliders to indicate what percent of your learners fall into each category. Use your best estimate if you are unsure.",Numeric,School Survey,School data,,pct_el,No,Yes
self_reported_frpl,Self reported percentage of students in the learning environment eligible for free and reduced-priced lunch or considered economically disadvantaged by a different measure.,"For each of the following categories, what is the breakdown of your learners? Please use the sliders to indicate what percent of your learners fall into each category. Use your best estimate if you are unsure.",Numeric,School Survey,School data,,pct_frpl,No,Yes
self_reported_grades_pre_k,Indicates whether the learning environment serves prekindergarten or equivalent grade.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_pre_k,No,Yes
self_reported_grades_kindergarten,Indicates whether the learning environment serves kindergarten or equivalent grade.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_kindergarten,No,Yes
self_reported_grades_1st,Indicates whether the learning environment serves first grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_1st,No,Yes
self_reported_grades_2nd,Indicates whether the learning environment serves second grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_2nd,No,Yes
self_reported_grades_3rd,Indicates whether the learning environment serves third grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_3rd,No,Yes
self_reported_grades_4th,Indicates whether the learning environment serves fourth grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_4th,No,Yes
self_reported_grades_5th,Indicates whether the learning environment serves fifth grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_5th,No,Yes
self_reported_grades_6th,Indicates whether the learning environment serves sixth grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_6th,No,Yes
self_reported_grades_7th,Indicates whether the learning environment serves seventh grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_7th,No,Yes
self_reported_grades_8th,Indicates whether the learning environment serves eighth grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_8th,No,Yes
self_reported_grades_9th,Indicates whether the learning environment serves ninth grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_9th,No,Yes
self_reported_grades_10th,Indicates whether the learning environment serves tenth grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_10th,No,Yes
self_reported_grades_11th,Indicates whether the learning environment serves eleventh grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_11th,No,Yes
self_reported_grades_12th,Indicates whether the learning environment serves twelfth grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_12th,No,Yes
self_reported_grades_past_12th,Indicates whether the learning environment serves beyond twelfth grade or equivalent.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_past_12th,No,Yes
self_reported_grades_other,Indicates whether the learning environment serves grade(s) that fall outside of the PK-12+ grade range.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",School Survey,School data,,grades_other,No,Yes
self_reported_grades_other_text,Self-reported grades served that fall outside of PK-12+ range.,Which grades does your learning environment serve? Please select all that apply.,Open response,School Survey,School data,,grades_other_text,No,Yes
self_reported_learner_none_collected,"Indicates if the learning environment collects information about the percentage of learners classified as English learners, economically disadvantaged, or who have disabilities.","For each of the following categories, what is the breakdown of your learners?","0 = No, we do not collect learner demographic data
1 = Yes, we collect learner demographic data",School Survey,School data,,self_reported_learner_none_collected,No,Yes
self_reported_locale_other,"Indicates if the learning environment serves students from geographic areas that are not rural, suburban, or urban.",Which geography describes the student population your school serves? Select all that apply.,"0 = No
1 = Yes",School Survey,School data,,locale_other,No,Yes
self_reported_locale_other_text,Self-reported geographic area the learning environment serves.,Which geography describes the student population your school serves? Select all that apply.,Open response,School Survey,School data,,locale_other_text,No,Yes
self_reported_locale_rural,Indicates if the learning environment serves students from rural geographic areas.,Which geography describes the student population your school serves? Select all that apply.,"0 = No
1 = Yes",School Survey,School data,,locale_rural,No,Yes
self_reported_locale_suburban,Indicates if the learning environment serves students from suburban geographic areas.,Which geography describes the student population your school serves? Select all that apply.,"0 = No
1 = Yes",School Survey,School data,,locale_suburban,No,Yes
self_reported_locale_urban,Indicates if the learning environment serves students from urban geographic areas.,Which geography describes the student population your school serves? Select all that apply.,"0 = No
1 = Yes",School Survey,School data,,locale_urban,No,Yes
self_reported_math,Self reported percent of students meeting the proficiency standard for math in the learning environment for the most recent testing year.,"If your school uses standardized tests, please report the percent of students meeting the proficiency standard for English language arts (ELA) and math for the most recent testing year.",Numeric,School Survey,School data,,pct_math_score,No,Yes
self_reported_race_aian,Self-reported percentage of students identifying as American Indian or Alaska Native.,What is the racial/ethnic demographic breakdown of your learners?,Numeric,School Survey,School data,,student_race_aian,No,Yes
self_reported_race_asian,Self-reported percentage of students identifying as Asian.,What is the racial/ethnic demographic breakdown of your learners?,Numeric,School Survey,School data,,student_race_asian,No,Yes
self_reported_race_black,Self-reported percentage of students identifying as Black or African American.,What is the racial/ethnic demographic breakdown of your learners?,Numeric,School Survey,School data,,student_race_black,No,Yes
self_reported_race_hispanic,Self-reported percentage of students identifying as Latinx/e or Hispanic.,What is the racial/ethnic demographic breakdown of your learners?,Numeric,School Survey,School data,,student_race_hispanic,No,Yes
self_reported_race_multiple,Self-reported percentage of students identifying as Two or more races.,What is the racial/ethnic demographic breakdown of your learners?,Numeric,School Survey,School data,,student_race_multiple,No,Yes
self_reported_race_nhpi,Self-reported percentage of students identifying as Native Hawaiian or Other Pacific Islander.,What is the racial/ethnic demographic breakdown of your learners?,Numeric,School Survey,School data,,student_race_nhpi,No,Yes
self_reported_race_none_collected,Indicates if the learning environment collects information about the racial/ethnic demographics of their learner population.,What is the racial/ethnic demographic breakdown of your learners?,"0 = No, we do not collect learner demographic data
1 = Yes, we collect learner demographic data",School Survey,School data,,student_race_none,No,Yes
self_reported_race_white,"Self-reported percentage of students identifying as White, non-Latinx/e or Hispanic.",What is the racial/ethnic demographic breakdown of your learners?,Numeric,School Survey,School data,,student_race_white,No,Yes
self_reported_swd,Self reported percentage of students with disabilities in the learning environment.,"For each of the following categories, what is the breakdown of your learners? Please use the sliders to indicate what percent of your learners fall into each category. Use your best estimate if you are unsure.",Numeric,School Survey,School data,,pct_swd,No,Yes
self_reported_total_enrollment,Total number of students the learning environment serves.,How many learners attend your school? Please enter a whole number only.,Numeric,School Survey,School data,,total_enrollment,No,Yes
nces_id,"Corresponding NCES ID, if applicable, used to collect extant data.",N/A,Externally generated unique identifier,NCES,School data,,nces_id,No,Yes
additional_leaders_qty,Self reported number of school leaders in addition to the primary leader.,How many additional primary leaders does the learning environment have?,Numeric,School Survey,School data,,additional_leaders_n,No,Yes
leader1_gender,Primary school leader gender.,How does the leader currently identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Prefer to self-identify",School Survey,Confidential data,,leader1_gender,Yes,No
leader1_gender_self_identify_text,Self identified gender for the primary school leader.,How does the leader currently identify their gender? Select all that apply.,Open response,School Survey,Confidential data,,leader1_gender_text,Yes,No
leader1_race,Primary school leader race/ethnicity.,What is the leader’s racial/ethnic identity? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Prefer to self-identify",School Survey,Confidential data,,leader1_race,Yes,No
leader1_race_self_identify_text,Self identified race/ethnicity for the primary school leader.,What is the leader’s racial/ethnic identity? Select all that apply.,Open response,School Survey,Confidential data,,leader1_race_text,Yes,No
leader2_gender,School leader #2 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader2_gender,Yes,No
leader2_race,School leader #2 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader2_race,Yes,No
leader3_gender,School leader #3 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader3_gender,Yes,No
leader3_race,School leader #3 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader3_race,Yes,No
leader4_gender,School leader #4 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader4_gender,Yes,No
leader4_race,School leader #4 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader4_race,Yes,No
leader5_gender,School leader #5 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader5_gender,Yes,No
leader5_race,School leader #5 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader5_race,Yes,No
leader6_gender,School leader #6 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader6_gender,Yes,No
leader6_race,School leader #6 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader6_race,Yes,No
leader7_gender,School leader #7 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader7_gender,Yes,No
leader7_race,School leader #7 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader7_race,Yes,No
leader8_gender,School leader #8 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader8_gender,Yes,No
leader8_race,School leader #8 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader8_race,Yes,No
leader9_gender,School leader #9 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader9_gender,Yes,No
leader9_race,School leader #9 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader9_race,Yes,No
leader10_gender,School leader #10 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader10_gender,Yes,No
leader10_race,School leader #10 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader10_race,Yes,No
leader11_gender,School leader #11 gender.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = Man
2 = Woman
3 = Nonbinary or gender non-conforming
4 = Transgender
5 = Don’t know",School Survey,Confidential data,,leader11_gender,Yes,No
leader11_race,School leader #11 race/ethnicity.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"Comma separated value
0 = Prefer not to say
1 = American Indian or Alaska Native
2 = Asian
3 = Black or African American
4 = Hispanic or Latinx
5 = Native Hawaiian or Pacific Islander
6 = White
7 = Don’t know",School Survey,Confidential data,,leader11_race,Yes,No
leadership_diversity,Self reported percentage of people of color comprising the leadership team in the learning environment.,How racially and/or ethnically diverse is your leadership team?,"0 = Prefer not to say
1 = 0 - 24% people of color
2 = 25 - 49% people of color
3 = 50 - 74% people of color
4 = 75 - 100% people of color
5 = Not sure",School Survey,Confidential data,,leadership_diversity,Yes,No
teaching_diversity,Self reported percentage of people of color comprising the teaching staff in the learning environment.,How racially and/or ethnically diverse is your teaching staff?,"0 = Prefer not to say
1 = 0 - 24% people of color
2 = 25 - 49% people of color
3 = 50 - 74% people of color
4 = 75 - 100% people of color
5 = Not sure",School Survey,Confidential data,,teaching_diversity,Yes,No
graduate_portrait_usage,Indicates to what extent the learning environment uses a graduate profile.,"Does your learning environment use a “portrait of a graduate” or “graduate profile” that describes the skills, knowledge, and/or mindsets that students should have by the time they “graduate?”","0 = No
1 = Yes, and we rely on it heavily
2 = Yes, but it does not play a big role in our work
3 = Not sure",School Survey,Goals & Impact data,,graduate_portrait,No,Yes
graduate_portrait_link_description,"Indicates whether the learning environment provided a link, document, or description of their graduate profile.","Optional - Please share your “graduate profile.” You can either provide a link, upload a document, or describe it below.","0 = No
1 = Yes",School Survey,Goals & Impact data,,graduate_portrait_desc,No,Yes
graduate_portrait_link_description_text,"Link to, or description of, graduate profile submitted.","Optional - Please share your “graduate profile.” You can either provide a link, upload a document, or describe it below.",Open response,School Survey,Goals & Impact data,,graduate_portrait_desc_text,No,Yes
graduate_portrait_uniqueness,Indicates whether the graduate profile used by the learning environment is unique to their school.,"Is your ""profile of a graduate"" unique to your school, or is it used across a school system you are part of?","0 = Not sure
1 = It’s unique to our school
2 = It’s used across our system",School Survey,Goals & Impact data,,graduate_portrait_unique,No,Yes
graduate_portrait_upload,Indicates whether a graduate profile document was uploaded.,"Optional - Please share your “graduate profile.” You can either provide a link, upload a document, or describe it below.","0 = No
1 = Yes",School Survey,Goals & Impact data,,graduate_portrait_upload,No,Yes
graduate_portrait_upload_file_name,Indicates the file name for the graduate profile document uploaded.,"Optional - Please share your “graduate profile.” You can either provide a link, upload a document, or describe it below.",Submitted file name,School Survey,Goals & Impact data,,graduate_portrait_upload_file_name,No,Yes
graduate_portrait_upload_file_type,Indicates the file type for the graduate profile document uploaded.,"Optional - Please share your “graduate profile.” You can either provide a link, upload a document, or describe it below.","0 = None
1 = PDF
2 = Image (PNG or JPEG)
3 = Word document
4 = Slideshow",School Survey,Goals & Impact data,,graduate_portrait_upload_file_type,No,Yes
graduate_portrait_upload_id,Indicates the document ID for the graduate profile document uploaded.,"Optional - Please share your “graduate profile.” You can either provide a link, upload a document, or describe it below.",Internally generated unique identifier,School Survey,Goals & Impact data,,graduate_portrait_upload_id,No,Yes
graduate_portrait_upload_size,Indicates the file size (bytes) for the graduate profile document uploaded.,"Optional - Please share your “graduate profile.” You can either provide a link, upload a document, or describe it below.",Numeric,School Survey,Goals & Impact data,,graduate_portrait_upload_size,No,Yes
student_experience,Describes the student expereince the learning environment is designed to create.,How would you describe the student experience that the learning environment is designed to create? Feel free to share bullet points or use text you’ve already written elsewhere. This response will appear in a central place on your public Canopy profile.,Open response,School Survey,Goals & Impact data,,student_experience,No,Yes
